"","X","phyD_FLT_c1.which.mclass....9...1."
"1706",1706,"AT3G51280"
"2133",2133,"AT4G25870"
"278",278,"AT1G21050"
"1464",1464,"AT3G15095"
"1898",1898,"AT4G01290"
"1827",1827,"AT3G60250"
"2665",2665,"AT5G24170"
"1152",1152,"AT2G40260"
"2540",2540,"AT5G14050"
"196",196,"AT1G14300"
"1659",1659,"AT3G47210"
"742",742,"AT1G76160"
"2094",2094,"AT4G23570"
"1090",1090,"AT2G34710"
"2578",2578,"AT5G17440"
"1643",1643,"AT3G43590"
"140",140,"AT1G09815"
"1279",1279,"AT3G02630"
"184",184,"AT1G13320"
"2486",2486,"AT5G10745"
"771",771,"AT1G78110"
"10",10,"AT1G01470"
"215",215,"AT1G15110"
"2205",2205,"AT4G30480"
"2885",2885,"AT5G51840"
"861",861,"AT2G06010"
"1157",1157,"AT2G40600"
"1419",1419,"AT3G12370"
"2196",2196,"AT4G29720"
"2104",2104,"AT4G24290"
"716",716,"AT1G74160"
"1365",1365,"AT3G08650"
"366",366,"AT1G28960"
"2593",2593,"AT5G18400"
"1163",1163,"AT2G40940"
"1617",1617,"AT3G27906"
"1853",1853,"AT3G62270"
"2310",2310,"AT4G35860"
"844",844,"AT2G03640"
"2366",2366,"AT4G39955"
"2117",2117,"AT4G24940"
"248",248,"AT1G18270"
"2812",2812,"AT5G46410"
"233",233,"AT1G16840"
"1895",1895,"AT4G00895"
"94",94,"AT1G06720"
"470",470,"AT1G48620"
"2409",2409,"AT5G04550"
"2423",2423,"AT5G05520"
"2601",2601,"AT5G18940"
"721",721,"AT1G74510"
"1577",1577,"AT3G25120"
"1589",1589,"AT3G25890"
"1243",1243,"AT2G47020"
"1331",1331,"AT3G06450"
"635",635,"AT1G67140"
"247",247,"AT1G18250"
"855",855,"AT2G05330"
"3070",3070,"AT5G65530"
"2596",2596,"AT5G18620"
"1941",1941,"AT4G05420"
"2699",2699,"AT5G27330"
"79",79,"AT1G05940"
"212",212,"AT1G14990"
"1203",1203,"AT2G44680"
"2200",2200,"AT4G29960"
"2639",2639,"AT5G22280"
"1858",1858,"AT3G62560"
"2942",2942,"AT5G56550"
"2630",2630,"AT5G20620"
"1501",1501,"AT3G17650"
"836",836,"AT2G02710"
"308",308,"AT1G23310"
"1916",1916,"AT4G02610"
"2299",2299,"AT4G35260"
"2239",2239,"AT4G32285"
"3112",3112,"ATCG00790"
"970",970,"AT2G22720"
"1701",1701,"AT3G51040"
"410",410,"AT1G32630"
"1670",1670,"AT3G47965"
"1803",1803,"AT3G58560"
"317",317,"AT1G24450"
"2741",2741,"AT5G38530"
"2411",2411,"AT5G04830"
"2611",2611,"AT5G19350"
"1448",1448,"AT3G13990"
"2816",2816,"AT5G46800"
"967",967,"AT2G22510"
"841",841,"AT2G03440"
"2564",2564,"AT5G16440"
"1611",1611,"AT3G27340"
"1680",1680,"AT3G48820"
"2355",2355,"AT4G38660"
"473",473,"AT1G48790"
"501",501,"AT1G51710"
"1028",1028,"AT2G28410"
"285",285,"AT1G21710"
"1723",1723,"AT3G52470"
"1425",1425,"AT3G12670"
"2437",2437,"AT5G06265"
"2282",2282,"AT4G34215"
"1383",1383,"AT3G10030"
"521",521,"AT1G54360"
"138",138,"AT1G09630"
"690",690,"AT1G72090"
"1502",1502,"AT3G17860"
"2963",2963,"AT5G57900"
"956",956,"AT2G22080"
"933",933,"AT2G19800"
"2320",2320,"AT4G36660"
"527",527,"AT1G54830"
"2904",2904,"AT5G53420"
"1961",1961,"AT4G09720"
"3103",3103,"AT5G67250"
"1363",1363,"AT3G08630"
"795",795,"AT1G79940"
"1733",1733,"AT3G53210"
"204",204,"AT1G14690"
"1886",1886,"AT4G00355"
"772",772,"AT1G78420"
"2647",2647,"AT5G22780"
"540",540,"AT1G55805"
"1136",1136,"AT2G38640"
"712",712,"AT1G73820"
"1454",1454,"AT3G14350"
"2575",2575,"AT5G17070"
"651",651,"AT1G68670"
"2213",2213,"AT4G30930"
"2025",2025,"AT4G16210"
"1508",1508,"AT3G18140"
"827",827,"AT2G01670"
"465",465,"AT1G48240"
"2279",2279,"AT4G34100"
"1003",1003,"AT2G26990"
"1686",1686,"AT3G49100"
"1373",1373,"AT3G09100"
"2754",2754,"AT5G40340"
"2559",2559,"AT5G15810"
"1494",1494,"AT3G17000"
"1208",1208,"AT2G45060"
"951",951,"AT2G21300"
"2499",2499,"AT5G11760"
"782",782,"AT1G79150"
"2202",2202,"AT4G30210"
"2673",2673,"AT5G24840"
"2198",2198,"AT4G29900"
"1126",1126,"AT2G37975"
"218",218,"AT1G15330"
"83",83,"AT1G06220"
"2533",2533,"AT5G13470"
"45",45,"AT1G03730"
"110",110,"AT1G08160"
"2818",2818,"AT5G47010"
"1557",1557,"AT3G22790"
"2236",2236,"AT4G32070"
"1012",1012,"AT2G27350"
"104",104,"AT1G07640"
"2233",2233,"AT4G31790"
"878",878,"AT2G14720"
"95",95,"AT1G06870"
"657",657,"AT1G69220"
"271",271,"AT1G20630"
"2964",2964,"AT5G58000"
"1575",1575,"AT3G24490"
"1048",1048,"AT2G30210"
"1237",1237,"AT2G46550"
"2257",2257,"AT4G33090"
"452",452,"AT1G46554"
"1834",1834,"AT3G60880"
"119",119,"AT1G08477"
"549",549,"AT1G56460"
"1755",1755,"AT3G54840"
"1645",1645,"AT3G44150"
"2520",2520,"AT5G13000"
"2180",2180,"AT4G28820"
"3027",3027,"AT5G62810"
"1943",1943,"AT4G05530"
"2109",2109,"AT4G24590"
"2391",2391,"AT5G03040"
"881",881,"AT2G15292"
"1518",1518,"AT3G19130"
"2156",2156,"AT4G27280"
"1072",1072,"AT2G32580"
"562",562,"AT1G60140"
"2772",2772,"AT5G42000"
"2685",2685,"AT5G25900"
"2657",2657,"AT5G23370"
"1959",1959,"AT4G09580"
"2070",2070,"AT4G20360"
"466",466,"AT1G48350"
"2082",2082,"AT4G22010"
"2778",2778,"AT5G42540"
"261",261,"AT1G19770"
"2107",2107,"AT4G24470"
"1240",1240,"AT2G46780"
"2129",2129,"AT4G25710"
"2268",2268,"AT4G33625"
"1024",1024,"AT2G28310"
"80",80,"AT1G05960"
"1528",1528,"AT3G19960"
"889",889,"AT2G16530"
"57",57,"AT1G04780"
"144",144,"AT1G10390"
"316",316,"AT1G24350"
"3081",3081,"AT5G65910"
"2307",2307,"AT4G35770"
"2912",2912,"AT5G53850"
"216",216,"AT1G15230"
"2002",2002,"AT4G14385"
"197",197,"AT1G14330"
"704",704,"AT1G72852"
"1822",1822,"AT3G59890"
"2008",2008,"AT4G15010"
"3017",3017,"AT5G62200"
"3051",3051,"AT5G64270"
"1165",1165,"AT2G41070"
"448",448,"AT1G45050"
"300",300,"AT1G22885"
"2541",2541,"AT5G14060"
"1531",1531,"AT3G20310"
"2382",2382,"AT5G01980"
"621",621,"AT1G65520"
"1765",1765,"AT3G55450"
"305",305,"AT1G23030"
"1578",1578,"AT3G25140"
"1269",1269,"AT3G01970"
"2939",2939,"AT5G56320"
"1415",1415,"AT3G12140"
"498",498,"AT1G50710"
"641",641,"AT1G67680"
"2306",2306,"AT4G35580"
"347",347,"AT1G27390"
"2745",2745,"AT5G39590"
"1901",1901,"AT4G01560"
"2941",2941,"AT5G56500"
"1085",1085,"AT2G34040"
"130",130,"AT1G08970"
"2944",2944,"AT5G56650"
"2327",2327,"AT4G37090"
"2226",2226,"AT4G31460"
"1906",1906,"AT4G01900"
"978",978,"AT2G24420"
"2489",2489,"AT5G11040"
"2781",2781,"AT5G42825"
"2957",2957,"AT5G57460"
"1788",1788,"AT3G57450"
"1009",1009,"AT2G27170"
"1328",1328,"AT3G06380"
"2898",2898,"AT5G53070"
"920",920,"AT2G18750"
"2738",2738,"AT5G37850"
"325",325,"AT1G25280"
"700",700,"AT1G72700"
"752",752,"AT1G76760"
"1166",1166,"AT2G41220"
"1990",1990,"AT4G13310"
"2744",2744,"AT5G39510"
"68",68,"AT1G05270"
"507",507,"AT1G52420"
"1191",1191,"AT2G43650"
"2464",2464,"AT5G09270"
"2214",2214,"AT4G30990"
"84",84,"AT1G06230"
"2256",2256,"AT4G33080"
"2504",2504,"AT5G11900"
"770",770,"AT1G78100"
"1043",1043,"AT2G29570"
"1962",1962,"AT4G09890"
"3047",3047,"AT5G63910"
"1742",1742,"AT3G54085"
"160",160,"AT1G11430"
"2718",2718,"AT5G28840"
"1837",1837,"AT3G61100"
"3060",3060,"AT5G64813"
"1731",1731,"AT3G53160"
"2065",2065,"AT4G19860"
"270",270,"AT1G20575"
"2554",2554,"AT5G15460"
"3013",3013,"AT5G61970"
"1996",1996,"AT4G14040"
"1358",1358,"AT3G07780"
"1295",1295,"AT3G03860"
"2628",2628,"AT5G20590"
"1036",1036,"AT2G28810"
"2686",2686,"AT5G26030"
"200",200,"AT1G14510"
"434",434,"AT1G35680"
"2128",2128,"AT4G25690"
"1379",1379,"AT3G09810"
"1809",1809,"AT3G58840"
"2972",2972,"AT5G58560"
"2556",2556,"AT5G15580"
"3061",3061,"AT5G64920"
"747",747,"AT1G76500"
"2434",2434,"AT5G06150"
"354",354,"AT1G28150"
"1397",1397,"AT3G11070"
"30",30,"AT1G02816"
"943",943,"AT2G20830"
"1934",1934,"AT4G04800"
"1568",1568,"AT3G24020"
"2189",2189,"AT4G29330"
"2717",2717,"AT5G28770"
"963",963,"AT2G22420"
"2362",2362,"AT4G39800"
"1709",1709,"AT3G51460"
"842",842,"AT2G03470"
"1604",1604,"AT3G27050"
"1580",1580,"AT3G25470"
"170",170,"AT1G12410"
"269",269,"AT1G20540"
"411",411,"AT1G32640"
"2568",2568,"AT5G16650"
"1729",1729,"AT3G52890"
"26",26,"AT1G02410"
"692",692,"AT1G72230"
"214",214,"AT1G15100"
"450",450,"AT1G45688"
"1651",1651,"AT3G45190"
"778",778,"AT1G78700"
"2414",2414,"AT5G04870"
"1562",1562,"AT3G23325"
"1510",1510,"AT3G18230"
"3100",3100,"AT5G67070"
"1714",1714,"AT3G52040"
"1847",1847,"AT3G61790"
"557",557,"AT1G58270"
"159",159,"AT1G11240"
"2479",2479,"AT5G10210"
"2445",2445,"AT5G06750"
"1062",1062,"AT2G31750"
"1299",1299,"AT3G04230"
"2828",2828,"AT5G47710"
"2137",2137,"AT4G26080"
"2242",2242,"AT4G32520"
"1150",1150,"AT2G40110"
"2584",2584,"AT5G17840"
"295",295,"AT1G22400"
"1064",1064,"AT2G31960"
"2480",2480,"AT5G10240"
"1584",1584,"AT3G25717"
"2594",2594,"AT5G18420"
"1086",1086,"AT2G34260"
"2194",2194,"AT4G29660"
"1198",1198,"AT2G44410"
"1831",1831,"AT3G60440"
"2276",2276,"AT4G33960"
"973",973,"AT2G23980"
"613",613,"AT1G64990"
"2841",2841,"AT5G48545"
"1192",1192,"AT2G43770"
"1984",1984,"AT4G12780"
"1127",1127,"AT2G38040"
"2974",2974,"AT5G58730"
"15",15,"AT1G01725"
"2095",2095,"AT4G23590"
"274",274,"AT1G20920"
"2900",2900,"AT5G53290"
"2492",2492,"AT5G11490"
"1699",1699,"AT3G50830"
"1998",1998,"AT4G14120"
"1697",1697,"AT3G50550"
"648",648,"AT1G68310"
"849",849,"AT2G04030"
"1782",1782,"AT3G57220"
"1635",1635,"AT3G33530"
"38",38,"AT1G03140"
"1751",1751,"AT3G54540"
"1947",1947,"AT4G08240"
"1274",1274,"AT3G02350"
"1692",1692,"AT3G49560"
"1553",1553,"AT3G22425"
"495",495,"AT1G50600"
"2007",2007,"AT4G14950"
"52",52,"AT1G04440"
"1968",1968,"AT4G10360"
"2895",2895,"AT5G52882"
"701",701,"AT1G72730"
"474",474,"AT1G48850"
"545",545,"AT1G56190"
"729",729,"AT1G75220"
"155",155,"AT1G10940"
"2522",2522,"AT5G13030"
"578",578,"AT1G61770"
"244",244,"AT1G17720"
"2563",2563,"AT5G16290"
"2609",2609,"AT5G19190"
"2444",2444,"AT5G06700"
"2894",2894,"AT5G52830"
"3114",3114,"ATCG00810"
"303",303,"AT1G22930"
"1032",1032,"AT2G28600"
"1514",1514,"AT3G18600"
"1572",1572,"AT3G24170"
"1927",1927,"AT4G03390"
"1066",1066,"AT2G32170"
"2681",2681,"AT5G25490"
"588",588,"AT1G62660"
"1360",1360,"AT3G07910"
"1190",1190,"AT2G43420"
"2186",2186,"AT4G29120"
"2553",2553,"AT5G15120"
"2017",2017,"AT4G15790"
"1976",1976,"AT4G11630"
"320",320,"AT1G25054"
"202",202,"AT1G14650"
"1344",1344,"AT3G07140"
"1434",1434,"AT3G13175"
"1769",1769,"AT3G56510"
"2883",2883,"AT5G51620"
"1760",1760,"AT3G55030"
"2861",2861,"AT5G49940"
"1833",1833,"AT3G60860"
"3071",3071,"AT5G65575"
"2207",2207,"AT4G30520"
"2740",2740,"AT5G38380"
"623",623,"AT1G65700"
"1736",1736,"AT3G53520"
"2418",2418,"AT5G05110"
"2727",2727,"AT5G35740"
"627",627,"AT1G66180"
"134",134,"AT1G09250"
"169",169,"AT1G12360"
"37",37,"AT1G03110"
"1721",1721,"AT3G52420"
"2889",2889,"AT5G52070"
"2815",2815,"AT5G46780"
"2389",2389,"AT5G02810"
"420",420,"AT1G33790"
"2115",2115,"AT4G24830"
"647",647,"AT1G68230"
"71",71,"AT1G05360"
"2332",2332,"AT4G37450"
"2123",2123,"AT4G25370"
"1885",1885,"AT4G00270"
"323",323,"AT1G25211"
"622",622,"AT1G65660"
"2048",2048,"AT4G17940"
"2190",2190,"AT4G29430"
"2666",2666,"AT5G24490"
"1844",1844,"AT3G61600"
"133",133,"AT1G09160"
"350",350,"AT1G28060"
"643",643,"AT1G68060"
"1138",1138,"AT2G38880"
"3108",3108,"ATCG00180"
"2349",2349,"AT4G38520"
"2401",2401,"AT5G03610"
"2069",2069,"AT4G20330"
"991",991,"AT2G26190"
"1679",1679,"AT3G48780"
"2372",2372,"AT5G01215"
"349",349,"AT1G27770"
"191",191,"AT1G13990"
"2688",2688,"AT5G26210"
"1266",1266,"AT3G01840"
"2150",2150,"AT4G26720"
"2615",2615,"AT5G19480"
"1418",1418,"AT3G12300"
"1614",1614,"AT3G27530"
"2230",2230,"AT4G31550"
"1843",1843,"AT3G61540"
"2680",2680,"AT5G25475"
"1217",1217,"AT2G45330"
"1480",1480,"AT3G16190"
"1142",1142,"AT2G39580"
"2577",2577,"AT5G17280"
"637",637,"AT1G67325"
"1228",1228,"AT2G45990"
"243",243,"AT1G17620"
"1484",1484,"AT3G16450"
"3092",3092,"AT5G66290"
"921",921,"AT2G18910"
"1763",1763,"AT3G55370"
"612",612,"AT1G64980"
"796",796,"AT1G79970"
"1277",1277,"AT3G02550"
"103",103,"AT1G07480"
"400",400,"AT1G31780"
"1592",1592,"AT3G26360"
"586",586,"AT1G62430"
"577",577,"AT1G61740"
"2583",2583,"AT5G17760"
"1403",1403,"AT3G11540"
"1824",1824,"AT3G60030"
"923",923,"AT2G19160"
"1799",1799,"AT3G58220"
"882",882,"AT2G15430"
"2068",2068,"AT4G20280"
"229",229,"AT1G16190"
"1783",1783,"AT3G57230"
"1341",1341,"AT3G07020"
"907",907,"AT2G17640"
"1417",1417,"AT3G12280"
"2381",2381,"AT5G01960"
"677",677,"AT1G71220"
"717",717,"AT1G74210"
"541",541,"AT1G55810"
"2049",2049,"AT4G17950"
"998",998,"AT2G26680"
"1652",1652,"AT3G45770"
"2396",2396,"AT5G03220"
"2248",2248,"AT4G32830"
"1549",1549,"AT3G22120"
"1949",1949,"AT4G08290"
"272",272,"AT1G20770"
"1812",1812,"AT3G59380"
"1488",1488,"AT3G16630"
"731",731,"AT1G75440"
"2460",2460,"AT5G08560"
"2921",2921,"AT5G54840"
"1232",1232,"AT2G46170"
"1986",1986,"AT4G13030"
"2118",2118,"AT4G25030"
"157",157,"AT1G11185"
"3066",3066,"AT5G65220"
"20",20,"AT1G01990"
"1702",1702,"AT3G51050"
"1104",1104,"AT2G36080"
"802",802,"AT1G80325"
"1229",1229,"AT2G46000"
"2934",2934,"AT5G55920"
"1705",1705,"AT3G51270"
"1695",1695,"AT3G50240"
"595",595,"AT1G63290"
"846",846,"AT2G03760"
"1569",1569,"AT3G24040"
"1492",1492,"AT3G16910"
"260",260,"AT1G19680"
"1082",1082,"AT2G33845"
"2403",2403,"AT5G04090"
"1489",1489,"AT3G16800"
"2370",2370,"AT5G01090"
"2616",2616,"AT5G19550"
"2988",2988,"AT5G59840"
"1465",1465,"AT3G15210"
"1420",1420,"AT3G12400"
"125",125,"AT1G08660"
"230",230,"AT1G16210"
"1908",1908,"AT4G02050"
"1384",1384,"AT3G10080"
"552",552,"AT1G58030"
"486",486,"AT1G49850"
"2545",2545,"AT5G14250"
"1960",1960,"AT4G09695"
"2493",2493,"AT5G11630"
"2036",2036,"AT4G16710"
"1665",1665,"AT3G47550"
"413",413,"AT1G33040"
"1703",1703,"AT3G51100"
"2793",2793,"AT5G44320"
"2027",2027,"AT4G16330"
"2850",2850,"AT5G49360"
"2415",2415,"AT5G04910"
"1273",1273,"AT3G02245"
"1213",1213,"AT2G45250"
"691",691,"AT1G72160"
"654",654,"AT1G68820"
"709",709,"AT1G73540"
"1854",1854,"AT3G62330"
"1543",1543,"AT3G21420"
"464",464,"AT1G48230"
"1542",1542,"AT3G21240"
"51",51,"AT1G04300"
"2263",2263,"AT4G33410"
"2997",2997,"AT5G60750"
"2424",2424,"AT5G05540"
"1828",1828,"AT3G60260"
"28",28,"AT1G02560"
"1807",1807,"AT3G58670"
"337",337,"AT1G26640"
"1816",1816,"AT3G59650"
"2132",2132,"AT4G25840"
"1145",1145,"AT2G39795"
"2734",2734,"AT5G37480"
"1",1,"AT1G01020"
"1909",1909,"AT4G02060"
"1566",1566,"AT3G23880"
"2662",2662,"AT5G23630"
"633",633,"AT1G67080"
"335",335,"AT1G26460"
"1820",1820,"AT3G59770"
"3039",3039,"AT5G63640"
"1171",1171,"AT2G41630"
"2407",2407,"AT5G04440"
"2262",2262,"AT4G33270"
"2072",2072,"AT4G20400"
"2281",2281,"AT4G34138"
"1787",1787,"AT3G57410"
"2526",2526,"AT5G13120"
"1552",1552,"AT3G22370"
"2470",2470,"AT5G09410"
"914",914,"AT2G18230"
"1089",1089,"AT2G34680"
"1619",1619,"AT3G28455"
"681",681,"AT1G71730"
"2161",2161,"AT4G27585"
"254",254,"AT1G18890"
"2458",2458,"AT5G08350"
"808",808,"AT1G80670"
"2452",2452,"AT5G07370"
"1918",1918,"AT4G02715"
"360",360,"AT1G28395"
"663",663,"AT1G69740"
"2491",2491,"AT5G11450"
"1930",1930,"AT4G04223"
"2289",2289,"AT4G34860"
"3018",3018,"AT5G62260"
"2305",2305,"AT4G35470"
"2989",2989,"AT5G59960"
"2527",2527,"AT5G13190"
"1583",1583,"AT3G25545"
"1239",1239,"AT2G46690"
"2246",2246,"AT4G32680"
"182",182,"AT1G13245"
"1667",1667,"AT3G47670"
"1563",1563,"AT3G23620"
"733",733,"AT1G75510"
"24",24,"AT1G02170"
"506",506,"AT1G52360"
"2748",2748,"AT5G39730"
"1850",1850,"AT3G62030"
"879",879,"AT2G14820"
"2910",2910,"AT5G53620"
"2663",2663,"AT5G23820"
"2825",2825,"AT5G47620"
"2669",2669,"AT5G24670"
"2143",2143,"AT4G26400"
"2607",2607,"AT5G19150"
"1391",1391,"AT3G10490"
"2872",2872,"AT5G50600"
"2188",2188,"AT4G29260"
"2347",2347,"AT4G38495"
"398",398,"AT1G31730"
"792",792,"AT1G79690"
"1438",1438,"AT3G13235"
"905",905,"AT2G17500"
"1802",1802,"AT3G58550"
"187",187,"AT1G13640"
"1111",1111,"AT2G36490"
"2426",2426,"AT5G05660"
"1422",1422,"AT3G12570"
"2763",2763,"AT5G41080"
"2168",2168,"AT4G28025"
"726",726,"AT1G75080"
"2907",2907,"AT5G53530"
"1259",1259,"AT3G01160"
"2359",2359,"AT4G39390"
"60",60,"AT1G04950"
"936",936,"AT2G20280"
"760",760,"AT1G77470"
"2151",2151,"AT4G26910"
"1815",1815,"AT3G59600"
"181",181,"AT1G13220"
"2326",2326,"AT4G37080"
"118",118,"AT1G08460"
"1060",1060,"AT2G31510"
"1110",1110,"AT2G36470"
"2015",2015,"AT4G15560"
"1586",1586,"AT3G25820"
"3033",3033,"AT5G63310"
"1131",1131,"AT2G38280"
"1481",1481,"AT3G16240"
"6",6,"AT1G01210"
"854",854,"AT2G05230"
"1462",1462,"AT3G14840"
"2664",2664,"AT5G24030"
"58",58,"AT1G04810"
"1327",1327,"AT3G06310"
"1734",1734,"AT3G53260"
"631",631,"AT1G67030"
"2142",2142,"AT4G26310"
"2901",2901,"AT5G53330"
"1623",1623,"AT3G28910"
"952",952,"AT2G21520"
"2091",2091,"AT4G22530"
"1329",1329,"AT3G06400"
"1387",1387,"AT3G10220"
"487",487,"AT1G49890"
"574",574,"AT1G61620"
"607",607,"AT1G64385"
"918",918,"AT2G18710"
"2672",2672,"AT5G24800"
"449",449,"AT1G45130"
"598",598,"AT1G63640"
"2633",2633,"AT5G20885"
"207",207,"AT1G14740"
"1412",1412,"AT3G12090"
"1309",1309,"AT3G04615"
"179",179,"AT1G12830"
"2605",2605,"AT5G19050"
"2505",2505,"AT5G11910"
"1206",1206,"AT2G45000"
"1321",1321,"AT3G05520"
"2661",2661,"AT5G23610"
"1902",1902,"AT4G01810"
"2521",2521,"AT5G13020"
"77",77,"AT1G05870"
"3117",3117,"ATMG00513"
"890",890,"AT2G16595"
"2463",2463,"AT5G09225"
"2565",2565,"AT5G16550"
"2433",2433,"AT5G06130"
"2780",2780,"AT5G42630"
"175",175,"AT1G12760"
"900",900,"AT2G17240"
"234",234,"AT1G16860"
"2886",2886,"AT5G51880"
"727",727,"AT1G75180"
"594",594,"AT1G63120"
"1146",1146,"AT2G39800"
"304",304,"AT1G22970"
"512",512,"AT1G53180"
"1661",1661,"AT3G47340"
"1342",1342,"AT3G07050"
"720",720,"AT1G74500"
"1985",1985,"AT4G12790"
"1451",1451,"AT3G14110"
"409",409,"AT1G32490"
"2875",2875,"AT5G50960"
"1106",1106,"AT2G36307"
"1049",1049,"AT2G30590"
"1421",1421,"AT3G12480"
"3046",3046,"AT5G63905"
"526",526,"AT1G54770"
"1063",1063,"AT2G31751"
"596",596,"AT1G63420"
"1948",1948,"AT4G08280"
"724",724,"AT1G74910"
"2980",2980,"AT5G59030"
"3009",3009,"AT5G61780"
"1539",1539,"AT3G20940"
"2580",2580,"AT5G17620"
"240",240,"AT1G17455"
"869",869,"AT2G07360"
"611",611,"AT1G64950"
"1322",1322,"AT3G05545"
"1483",1483,"AT3G16410"
"2614",2614,"AT5G19450"
"2645",2645,"AT5G22630"
"298",298,"AT1G22790"
"895",895,"AT2G16860"
"1070",1070,"AT2G32520"
"1951",1951,"AT4G08390"
"2797",2797,"AT5G45110"
"2127",2127,"AT4G25680"
"759",759,"AT1G77380"
"2158",2158,"AT4G27430"
"1914",1914,"AT4G02480"
"539",539,"AT1G55730"
"2342",2342,"AT4G38250"
"2723",2723,"AT5G35460"
"2223",2223,"AT4G31350"
"1520",1520,"AT3G19290"
"1263",1263,"AT3G01590"
"1385",1385,"AT3G10190"
"1427",1427,"AT3G12740"
"2562",2562,"AT5G16120"
"1124",1124,"AT2G37860"
"1523",1523,"AT3G19490"
"1460",1460,"AT3G14610"
"2809",2809,"AT5G46180"
"2874",2874,"AT5G50700"
"2453",2453,"AT5G08080"
"569",569,"AT1G60900"
"1693",1693,"AT3G49800"
"2551",2551,"AT5G14880"
"1408",1408,"AT3G11910"
"1637",1637,"AT3G41979"
"1935",1935,"AT4G04860"
"3056",3056,"AT5G64650"
"2707",2707,"AT5G27600"
"589",589,"AT1G62790"
"1056",1056,"AT2G31200"
"1164",1164,"AT2G41010"
"2011",2011,"AT4G15340"
"1642",1642,"AT3G43520"
"3043",3043,"AT5G63870"
"816",816,"AT2G01010"
"2087",2087,"AT4G22260"
"1860",1860,"AT3G62650"
"241",241,"AT1G17510"
"2449",2449,"AT5G07030"
"1931",1931,"AT4G04614"
"2557",2557,"AT5G15640"
"2692",2692,"AT5G26680"
"585",585,"AT1G62422"
"1246",1246,"AT2G47210"
"425",425,"AT1G34020"
"1770",1770,"AT3G56580"
"1625",1625,"AT3G29130"
"1608",1608,"AT3G27200"
"2283",2283,"AT4G34230"
"227",227,"AT1G16010"
"1956",1956,"AT4G08850"
"1281",1281,"AT3G02720"
"1204",1204,"AT2G44770"
"1629",1629,"AT3G29370"
"672",672,"AT1G70620"
"1441",1441,"AT3G13360"
"662",662,"AT1G69640"
"1407",1407,"AT3G11820"
"1689",1689,"AT3G49390"
"2116",2116,"AT4G24840"
"3095",3095,"AT5G66530"
"3119",3119,"ATMG01360"
"660",660,"AT1G69450"
"287",287,"AT1G21760"
"2548",2548,"AT5G14540"
"1270",1270,"AT3G02040"
"718",718,"AT1G74260"
"972",972,"AT2G23940"
"149",149,"AT1G10580"
"273",273,"AT1G20900"
"2622",2622,"AT5G19930"
"2318",2318,"AT4G36440"
"49",49,"AT1G04190"
"1254",1254,"AT2G47970"
"137",137,"AT1G09580"
"23",23,"AT1G02120"
"695",695,"AT1G72430"
"1877",1877,"AT3G63500"
"1115",1115,"AT2G37080"
"2510",2510,"AT5G12150"
"1440",1440,"AT3G13350"
"698",698,"AT1G72550"
"2206",2206,"AT4G30500"
"2624",2624,"AT5G20190"
"47",47,"AT1G04030"
"1632",1632,"AT3G30350"
"2837",2837,"AT5G48020"
"1684",1684,"AT3G48970"
"399",399,"AT1G31760"
"161",161,"AT1G11592"
"2113",2113,"AT4G24770"
"3023",3023,"AT5G62540"
"67",67,"AT1G05180"
"504",504,"AT1G52280"
"2525",2525,"AT5G13110"
"3003",3003,"AT5G61380"
"1439",1439,"AT3G13320"
"675",675,"AT1G71190"
"2999",2999,"AT5G61060"
"1958",1958,"AT4G09550"
"3048",3048,"AT5G63940"
"122",122,"AT1G08570"
"1917",1917,"AT4G02640"
"893",893,"AT2G16780"
"1896",1896,"AT4G01040"
"1129",1129,"AT2G38090"
"1202",1202,"AT2G44650"
"1806",1806,"AT3G58660"
"1938",1938,"AT4G04955"
"2471",2471,"AT5G09460"
"3020",3020,"AT5G62290"
"286",286,"AT1G21740"
"1728",1728,"AT3G52860"
"798",798,"AT1G79990"
"387",387,"AT1G30690"
"1626",1626,"AT3G29170"
"510",510,"AT1G52905"
"708",708,"AT1G73330"
"2013",2013,"AT4G15545"
"2160",2160,"AT4G27490"
"2197",2197,"AT4G29830"
"2682",2682,"AT5G25560"
"1324",1324,"AT3G06035"
"2294",2294,"AT4G35000"
"1120",1120,"AT2G37570"
"520",520,"AT1G54250"
"740",740,"AT1G75990"
"14",14,"AT1G01650"
"445",445,"AT1G44760"
"1148",1148,"AT2G39980"
"2903",2903,"AT5G53400"
"3042",3042,"AT5G63840"
"2243",2243,"AT4G32551"
"1075",1075,"AT2G32980"
"584",584,"AT1G62390"
"231",231,"AT1G16460"
"990",990,"AT2G26170"
"2570",2570,"AT5G16750"
"438",438,"AT1G42440"
"201",201,"AT1G14570"
"442",442,"AT1G43700"
"419",419,"AT1G33750"
"1856",1856,"AT3G62370"
"2216",2216,"AT4G30996"
"516",516,"AT1G53780"
"1256",1256,"AT2G48160"
"2606",2606,"AT5G19140"
"2802",2802,"AT5G45430"
"567",567,"AT1G60770"
"2102",2102,"AT4G24210"
"969",969,"AT2G22660"
"2293",2293,"AT4G34980"
"2871",2871,"AT5G50565"
"1496",1496,"AT3G17310"
"954",954,"AT2G21790"
"1630",1630,"AT3G29390"
"599",599,"AT1G63690"
"39",39,"AT1G03150"
"72",72,"AT1G05380"
"1576",1576,"AT3G25070"
"2514",2514,"AT5G12320"
"683",683,"AT1G71820"
"2364",2364,"AT4G39880"
"563",563,"AT1G60170"
"2794",2794,"AT5G44560"
